antecedents,predicted_cause,confidence,support,lift
"Track Type_Main, Visibility_Dark, Weather Condition_Cloudy",E,0.46666666666666673,0.010101010101010102,2.3333333333333335
"Region_South, Track Type_Industry, Visibility_Day",T,0.4655172413793103,0.007792207792207792,2.327586206896551
"Track Type_Industry, Visibility_Dark, Weather Condition_Clear",T,0.4615384615384615,0.008658008658008658,2.3076923076923075
"Region_West, Track Type_Industry",T,0.4615384615384615,0.005194805194805195,2.3076923076923075
"RUCC_Metro_Adjacency_Nonmetro_Nonadjacent, Region_Midwest, Track Type_Yard",S,0.45299145299145305,0.015295815295815297,2.264957264957265
"Region_West, Track Type_Main, Visibility_Dark",E,0.4523809523809524,0.010966810966810967,2.261904761904762
"RUCC_Metro_Adjacency_Metro, Region_South, Track Type_Industry",T,0.45161290322580644,0.012121212121212121,2.258064516129032
"Region_Midwest, Track Type_Main, Visibility_Dark",E,0.4496124031007752,0.01673881673881674,2.248062015503876
"RUCC_Metro_Adjacency_Nonmetro_Nonadjacent, Track Type_Main, Visibility_Dark",E,0.44827586206896547,0.007503607503607504,2.2413793103448274
"Region_South, Track Type_Industry",T,0.448,0.01616161616161616,2.2399999999999998
"RUCC_Metro_Adjacency_Metro, Region_South, Track Type_Main",M,0.4478764478764479,0.03347763347763348,2.2393822393822393
"Track Type_Industry, Visibility_Day, Weather Condition_Clear",T,0.4461538461538462,0.00836940836940837,2.230769230769231
"Region_South, Track Type_Main, Weather Condition_Cloudy",M,0.4444444444444444,0.01038961038961039,2.222222222222222
"RUCC_Metro_Adjacency_Metro, Track Type_Industry, Visibility_Dark",T,0.4411764705882353,0.008658008658008658,2.205882352941176
"Track Type_Industry, Weather Condition_Clear",T,0.4402515723270441,0.020202020202020204,2.2012578616352205
"Region_South, Track Type_Yard, Weather Condition_Rain",S,0.42857142857142855,0.006926406926406926,2.142857142857143
"RUCC_Metro_Adjacency_Nonmetro_Nonadjacent, Track Type_Main, Weather Condition_Cloudy",E,0.42857142857142855,0.005194805194805195,2.142857142857143
"Region_South, Track Type_Industry, Visibility_Dark",T,0.42857142857142855,0.005194805194805195,2.142857142857143
"Track Type_Main, Visibility_Dark, Weather Condition_Clear",E,0.4273858921161826,0.029725829725829725,2.136929460580913
"Region_South, Track Type_Main",M,0.4256410256410256,0.047907647907647906,2.128205128205128
"RUCC_Metro_Adjacency_Nonmetro_Nonadjacent, Track Type_Yard, Visibility_Dark",S,0.42372881355932207,0.007215007215007215,2.1186440677966103
"Track Type_Main, Visibility_Dark",E,0.4191780821917808,0.04415584415584416,2.095890410958904
"RUCC_Metro_Adjacency_Nonmetro_Nonadjacent, Track Type_Main, Visibility_Day",M,0.41860465116279066,0.01038961038961039,2.093023255813953
"Region_Midwest, Track Type_Main, Weather Condition_Cloudy",E,0.41772151898734183,0.009523809523809525,2.088607594936709
"RUCC_Metro_Adjacency_Metro, Track Type_Industry, Weather Condition_Clear",T,0.4144144144144144,0.013275613275613276,2.072072072072072
"Track Type_Main, Visibility_Day, Weather Condition_Cloudy",M,0.4018691588785047,0.01240981240981241,2.0093457943925235
"Region_South, Track Type_Main, Weather Condition_Clear",M,0.4,0.03116883116883117,2.0
"RUCC_Metro_Adjacency_Nonmetro_Nonadjacent, Region_West, Track Type_Main",E,0.4,0.006926406926406926,2.0
