antecedents,predicted_cause,confidence,support,lift
"Accident Type_Hwy-rail crossing, Region_West, Weather Condition_Clear",M,0.9973684210526316,0.013712011577424023,3.8931313596800927
"Accident Type_Hwy-rail crossing, Visibility_Dark, Weather Condition_Clear",M,0.9972527472527472,0.01313314037626628,3.892679838167763
"Accident Type_Hwy-rail crossing, Region_South",M,0.9969325153374233,0.04703328509406657,3.891429843796975
"Accident Type_Hwy-rail crossing, Visibility_Day",M,0.9969325153374232,0.05879160636758321,3.8914298437969745
Accident Type_Hwy-rail crossing,M,0.9969135802469136,0.0934876989869754,3.891355932498897
"Accident Type_Hwy-rail crossing, Region_South, Weather Condition_Clear",M,0.9968253968253968,0.034081041968162085,3.891011717024992
"Accident Type_Hwy-rail crossing, RUCC_2023_1, Visibility_Day",M,0.9967897271268058,0.022467438494934877,3.8908724837995923
"Accident Type_Hwy-rail crossing, Visibility_Day, Weather Condition_Clear",M,0.996694214876033,0.04363241678726484,3.890499660948108
"Accident Type_Hwy-rail crossing, Region_West, Visibility_Day",M,0.9965870307167236,0.010564399421128799,3.8900812779282927
"Accident Type_Hwy-rail crossing, Region_South, Visibility_Day",M,0.9965156794425087,0.031041968162083936,3.889802765116642
"Accident Type_Hwy-rail crossing, RUCC_2023_1, Visibility_Dark",M,0.9963636363636363,0.009913169319826338,3.8892092796343607
"Accident Type_Hwy-rail crossing, RUCC_2023_1",M,0.996265172735761,0.03860347322720695,3.888824936367241
"Accident Type_Hwy-rail crossing, Weather Condition_Clear",M,0.9962466487935656,0.06722141823444283,3.888752629946922
"Accident Type_Hwy-rail crossing, RUCC_2023_2",M,0.9961612284069098,0.01877713458755427,3.888419199712892
"Accident Type_Hwy-rail crossing, Visibility_Dawn",M,0.9954751131221717,0.007959479015918957,3.885741014926822
"Accident Type_Hwy-rail crossing, Track Type_Main, Visibility_Dawn",M,0.9952606635071091,0.007597684515195369,3.88490393155437
"Accident Type_Hwy-rail crossing, RUCC_2023_1, Region_Midwest",M,0.9952380952380951,0.00756150506512301,3.884815838494697
"Accident Type_Hwy-rail crossing, RUCC_2023_1, Region_West",M,0.9952153110047848,0.007525325615050651,3.884726902439239
"Accident Type_Hwy-rail crossing, Visibility_Dusk",M,0.9951456310679612,0.0074167872648335745,3.8844549135317674
"Accident Type_Hwy-rail crossing, RUCC_2023_1, Weather Condition_Clear",M,0.9947506561679791,0.027424023154848046,3.882913167135001
"Accident Type_Hwy-rail crossing, RUCC_2023_2, Weather Condition_Clear",M,0.9946808510638298,0.013531114327062228,3.8826406896489556
"Accident Type_Hwy-rail crossing, RUCC_2023_2, Visibility_Day",M,0.9939577039274925,0.011903039073806078,3.8798179546047016
"Accident Type_Hwy-rail crossing, RUCC_2023_8",M,0.9932432432432431,0.005318379160636758,3.877029126287705
"Accident Type_Hwy-rail crossing, Visibility_Dusk, Weather Condition_Clear",M,0.9931972789115647,0.005282199710564399,3.8768497089557474
"Accident Type_Hwy-rail crossing, RUCC_2023_8, Track Type_Main",M,0.9931506849315069,0.005246020260492041,3.8766678338521188
"Accident Type_Hwy-rail crossing, Visibility_Dawn, Weather Condition_Clear",M,0.9930555555555556,0.005173661360347323,3.8762965055155423
"Accident Type_Hwy-rail crossing, RUCC_2023_2, Region_South",M,0.9924242424242424,0.009479015918958032,3.873832235645539
"Accident Type_Rear end collision, Track Type_Main",H,0.9337016574585635,0.006114327062228654,2.3757262093486786
"Accident Type_Side collision, RUCC_2023_2, Region_South",H,0.9316770186335404,0.005426917510853835,2.3705746842521456
"Accident Type_Side collision, RUCC_2023_2, Weather Condition_Clear",H,0.9243243243243243,0.006186685962373372,2.3518663651223717
"Accident Type_Side collision, RUCC_2023_1, Visibility_Day",H,0.9156118143459916,0.007850940665701881,2.3296981081214407
"Accident Type_Rear end collision, Weather Condition_Clear",H,0.9113924050632911,0.005209840810419681,2.318962172139314
"Accident Type_Side collision, RUCC_2023_2, Track Type_Yard",H,0.9070631970260223,0.008827785817655571,2.307946862358396
"Accident Type_Side collision, RUCC_2023_2",H,0.9057239057239056,0.009732272069464544,2.3045391470320125
Accident Type_Rear end collision,H,0.8991935483870968,0.008068017366136035,2.2879231959329243
"Accident Type_Side collision, Track Type_Yard, Visibility_Day",H,0.8986301369863013,0.01186685962373372,2.286489642483786
"Accident Type_Side collision, Region_Midwest, Weather Condition_Clear",H,0.8876404494382022,0.008574529667149059,2.2585272965545347
"Accident Type_Side collision, Visibility_Day",H,0.8699551569506726,0.014037626628075252,2.2135285407453367
"Accident Type_Side collision, Track Type_Yard, Weather Condition_Clear",H,0.8698539176626826,0.02369753979739508,2.213270945797344
"Accident Type_Side collision, Visibility_Day, Weather Condition_Clear",H,0.866013071895425,0.00958755426917511,2.2034982331942876
"Accident Type_Side collision, RUCC_2023_1, Weather Condition_Clear",H,0.8651452282157676,0.015086830680173661,2.201290077131899
"Accident Type_Obstruction, Track Type_Main, Visibility_Dark",M,0.8648648648648648,0.010419681620839363,3.37591651812807
"Accident Type_Side collision, RUCC_2023_1, Region_Midwest",H,0.8646288209606987,0.0071635311143270625,2.199976121822122
"Accident Type_Side collision, Weather Condition_Clear",H,0.8639910813823857,0.028039073806078146,2.1983534465073316
"Accident Type_Side collision, Region_South, Visibility_Dark",H,0.8606271777003485,0.008936324167872649,2.1897942733717786
"Accident Type_Side collision, Track Type_Yard",H,0.8561278863232683,0.03487698986975398,2.1783462006789227
"Accident Type_Side collision, Region_Midwest, Track Type_Yard",H,0.8551136363636362,0.010890014471780028,2.175765526014076
"Accident Type_Side collision, RUCC_2023_1",H,0.8550724637681159,0.02134587554269175,2.1756607657691913
"Accident Type_Side collision, RUCC_2023_1, Track Type_Yard",H,0.8530884808013356,0.018487698986975398,2.170612686122518
Accident Type_Side collision,H,0.853030303030303,0.04073806078147612,2.1704646576229014
"Accident Type_Side collision, Region_Midwest",H,0.8503562945368172,0.012952243125904487,2.163660865414492
"Accident Type_Side collision, Visibility_Dark",H,0.84822934232715,0.018198263386396525,2.1582490124203653
"Accident Type_Side collision, Region_South, Track Type_Yard",H,0.8481973434535105,0.01617221418234443,2.1581675939478075
"Accident Type_Side collision, Region_South, Weather Condition_Clear",H,0.847345132743363,0.01385672937771346,2.155999214676107
"Accident Type_Side collision, Region_South",H,0.8472906403940887,0.018668596237337194,2.1558605634256294
"Accident Type_Side collision, Region_South, Visibility_Day",H,0.8472906403940886,0.0062228654124457305,2.1558605634256294
"Accident Type_Side collision, Region_Midwest, Visibility_Dark",H,0.8465608465608465,0.005788712011577424,2.1540036637155295
"Accident Type_Side collision, Visibility_Dark, Weather Condition_Clear",H,0.846547314578005,0.011975397973950795,2.1539692327106748
"Accident Type_Other impacts, Track Type_Industry",H,0.8440366972477064,0.0066570188133140374,2.147581175727387
"Accident Type_Side collision, Track Type_Yard, Visibility_Dark",H,0.84251968503937,0.01548480463096961,2.1437212643365724
"Accident Type_Side collision, Weather Condition_Cloudy",H,0.8338983050847459,0.00890014471780029,2.12178488010148
"Accident Type_Obstruction, Region_West, Track Type_Main",M,0.8333333333333334,0.006693198263386397,3.252836228404651
"Accident Type_Side collision, RUCC_2023_1, Region_South",H,0.8312101910828025,0.009442836468885673,2.114945197599987
"Accident Type_Side collision, RUCC_2023_1, Visibility_Dark",H,0.8307692307692307,0.009768451519536902,2.1138232107577593
"Accident Type_Side collision, Track Type_Yard, Weather Condition_Cloudy",H,0.8262548262548263,0.007742402315484805,2.102336683943975
"Accident Type_Obstruction, Visibility_Dark",M,0.8097686375321337,0.011396526772793054,3.1608537129484784
"Accident Type_Obstruction, RUCC_2023_2, Track Type_Main",M,0.8048780487804877,0.005969609261939218,3.1417637718249796
"Accident Type_Obstruction, Region_West",M,0.7824427480916031,0.0074167872648335745,3.0541897411738326
"Accident Type_Obstruction, Track Type_Main, Weather Condition_Cloudy",M,0.7822222222222223,0.006367583212735167,3.0533289397291656
"Accident Type_Other impacts, Region_West, Visibility_Dark",H,0.766839378238342,0.0053545586107091175,1.951159018181697
"Accident Type_Obstruction, RUCC_2023_2",M,0.7615384615384615,0.0071635311143270625,2.972591876419019
"Accident Type_Other impacts, Region_West, Weather Condition_Clear",H,0.7530864197530864,0.008827785817655571,1.9161657591802734
"Accident Type_Obstruction, Visibility_Dark, Weather Condition_Clear",M,0.7477064220183486,0.0058972503617945,2.9185998453025217
"Accident Type_Obstruction, Weather Condition_Cloudy",M,0.7472924187725631,0.007489146164978293,2.9169838235946397
"Accident Type_Fire/violent rupture, Track Type_Main",E,0.7384196185286104,0.009804630969609263,6.855867738035201
"Accident Type_Fire/violent rupture, Track Type_Main, Weather Condition_Clear",E,0.7291666666666666,0.006331403762662807,6.7699585712686146
"Accident Type_Other impacts, Region_West",H,0.7280163599182005,0.012879884225759768,1.8523770770633399
"Accident Type_Obstruction, RUCC_2023_1, Track Type_Main",M,0.7252747252747251,0.009551374819102749,2.8310398823038274
"Accident Type_Obstruction, Track Type_Main",M,0.7210031347962382,0.024963820549927643,2.8143661411902308
"Accident Type_Other impacts, Region_West, Track Type_Yard",H,0.7189054726368159,0.010455861070911723,1.8291951821487245
"Accident Type_Raking collision, Track Type_Yard, Weather Condition_Clear",H,0.7098039215686275,0.006548480463096961,1.8060370424520726
"Accident Type_Other impacts, RUCC_2023_3",H,0.7082352941176471,0.010890014471780028,1.8020458003693056
"Accident Type_Other impacts, RUCC_2023_3, Weather Condition_Clear",H,0.7068965517241379,0.0074167872648335745,1.7986394816952198
"Accident Type_Other impacts, RUCC_2023_2, Visibility_Dark",H,0.7065868263473054,0.0085383502170767,1.7978514112344217
"Accident Type_Other impacts, RUCC_2023_3, Track Type_Yard",H,0.7026315789473684,0.009659913169319826,1.7877876131920523
"Accident Type_Other impacts, Region_West, Visibility_Day",H,0.7004830917874396,0.005246020260492041,1.7823209663080946
"Accident Type_Obstruction, Region_South, Track Type_Main",M,0.7000000000000001,0.009623733719247468,2.7323824318599073
"Accident Type_Other impacts, RUCC_2023_1, Region_West",H,0.6900826446280992,0.0060419681620839365,1.755857893539599
"Accident Type_Obstruction, Region_Midwest",M,0.689516129032258,0.006186685962373372,2.691459653502558
"Accident Type_Other impacts, RUCC_2023_2, Weather Condition_Clear",H,0.6890343698854338,0.015231548480463097,1.753190645644241
Accident Type_Fire/violent rupture,E,0.6877828054298643,0.010998552821997106,6.385729506913487
"Accident Type_Raking collision, Weather Condition_Clear",H,0.6846590909090909,0.008719247467438495,1.7420581121906724
"Accident Type_Raking collision, Track Type_Yard",H,0.6843501326259948,0.009334298118668597,1.7412719935360854
"Accident Type_Fire/violent rupture, Weather Condition_Clear",E,0.6842105263157895,0.007054992764109986,6.352562629280626
"Accident Type_Other (describe in narrative), Track Type_Yard, Visibility_Dark",H,0.6811594202898552,0.006801736613603474,1.7331534913754578
"Accident Type_Fire/violent rupture, Visibility_Day",E,0.6772727272727274,0.005390738060781476,6.288148532690019
Accident Type_Obstruction,M,0.6761744966442953,0.029160636758321274,2.6393818792894113
"Accident Type_Raking collision, RUCC_2023_1, Track Type_Yard",H,0.6728110599078341,0.005282199710564399,1.7119117827352053
Accident Type_Raking collision,H,0.6719681908548708,0.012228654124457308,1.709767172533244
"Accident Type_Raking collision, Visibility_Day",H,0.6711711711711711,0.005390738060781476,1.7077392222379792
"Accident Type_Obstruction, Region_South",M,0.6680942184154175,0.011287988422575976,2.6078412931792316
"Accident Type_Other impacts, Visibility_Dark, Weather Condition_Clear",H,0.6663201663201663,0.023191027496382056,1.6953962438635182
"Accident Type_Raking collision, RUCC_2023_1",H,0.6654411764705882,0.006548480463096961,1.693159727298818
"Accident Type_Obstruction, RUCC_2023_1",M,0.660337552742616,0.011324167872648335,2.5775638974446977
"RUCC_2023_2, Region_West, Track Type_Main",M,0.6540404040404041,0.009370477568740956,2.5529835853236507
"Accident Type_Other impacts, RUCC_2023_2, Region_South",H,0.6521060842433697,0.01512301013024602,1.6592296942360987
"Accident Type_Obstruction, Track Type_Main, Weather Condition_Clear",M,0.6498194945848375,0.013024602026049204,2.536507672690991
"Accident Type_Other impacts, RUCC_2023_2",H,0.6485355648535566,0.02243125904486252,1.6501448046168006
"Accident Type_Other impacts, Track Type_Main",H,0.6431535269709543,0.00560781476121563,1.636450656860644
"Accident Type_Other impacts, RUCC_2023_1, Weather Condition_Cloudy",H,0.6382978723404255,0.011939218523878437,1.6240958475089164
"Accident Type_Other impacts, Visibility_Dark",H,0.6373404969778375,0.034334298118668595,1.621659885525861
"Accident Type_Other impacts, Region_South, Weather Condition_Clear",H,0.6359223300970873,0.028437047756874095,1.6180514778499029
"Accident Type_Derailment, Track Type_Industry, Weather Condition_Cloudy",T,0.6334106728538283,0.00987698986975398,2.905322103830039
"Accident Type_Other impacts, Visibility_Dark, Weather Condition_Cloudy",H,0.6320224719101124,0.008140376266280752,1.6081286130530708
"Accident Type_Other impacts, Region_South, Visibility_Dark",H,0.631578947368421,0.015195369030390739,1.6070001017456648
"Accident Type_Other impacts, Track Type_Yard, Visibility_Dark",H,0.6298507462686567,0.030535455861070912,1.6026028377856643
"Accident Type_Other impacts, RUCC_2023_2, Track Type_Yard",H,0.627039627039627,0.019464544138929087,1.5954501787144704
"Accident Type_Other impacts, Weather Condition_Clear",H,0.6261859582542694,0.05969609261939218,1.5932780894916696
"Accident Type_Other (describe in narrative), Track Type_Yard, Weather Condition_Clear",H,0.6216216216216216,0.012481910274963821,1.5816645145559811
"Track Type_Main, Visibility_Dark, Weather Condition_Rain",M,0.6182432432432432,0.006620839363241679,2.4132528235056125
"Accident Type_Other impacts, RUCC_2023_2, Visibility_Day",H,0.6180048661800487,0.00918958031837916,1.572461981148536
"Accident Type_Other impacts, Visibility_Dusk",H,0.6178489702517163,0.009768451519536902,1.572065316925107
"Accident Type_Other impacts, Region_South",H,0.6164529914529914,0.04175108538350217,1.5685133649784297
"Region_West, Track Type_Yard, Visibility_Dark",H,0.6153846153846153,0.019681620839363242,1.5657949709316734
"RUCC_2023_3, Region_West, Track Type_Yard",H,0.610223642172524,0.0069102749638205495,1.5526633038431892
"RUCC_2023_1, Track Type_Main, Weather Condition_Rain",M,0.6094890510948905,0.0060419681620839365,2.3790816794609198
"Accident Type_Other impacts, RUCC_2023_4",H,0.6093189964157706,0.006150506512301013,1.5503615079565405
"Accident Type_Other impacts, Visibility_Dusk, Weather Condition_Clear",H,0.6091549295774648,0.00625904486251809,1.549944053532277
"Accident Type_Obstruction, RUCC_2023_1, Weather Condition_Clear",M,0.6080246913580247,0.007127351664254703,2.373365692576727
Accident Type_Other impacts,H,0.6075517661388551,0.0902315484804631,1.5458649375014228
"Accident Type_Other impacts, Region_South, Visibility_Day",H,0.6066838046272494,0.0170767004341534,1.5436564816254417
"Accident Type_Other impacts, Visibility_Day, Weather Condition_Clear",H,0.605570530098832,0.024384949348769898,1.5408238471814155
"Accident Type_Other impacts, Region_Northeast, Track Type_Yard",H,0.6052631578947368,0.005824891461649783,1.540041764172929
"Track Type_Main, Weather Condition_Rain",M,0.6052269601100413,0.015918958031837915,2.3624450187037906
"Accident Type_Other impacts, Region_Northeast",H,0.6050955414012739,0.006874095513748191,1.539615277946351
"Accident Type_Other impacts, Weather Condition_Cloudy",H,0.6030534351145038,0.022865412445730825,1.5344193083462105
"Accident Type_Obstruction, Weather Condition_Clear",M,0.6019553072625697,0.015593342981186685,2.3496744376129683
"Accident Type_Other impacts, Track Type_Yard, Weather Condition_Clear",H,0.6017543859649123,0.04963820549927641,1.5311139858298974
"RUCC_2023_1, Region_West, Track Type_Yard",H,0.6006655574043261,0.026121562952243126,1.5283435521177922
"Region_South, Track Type_Main, Weather Condition_Rain",M,0.5993589743589743,0.006765557163531114,2.339539902737191
"Accident Type_Other impacts, Track Type_Yard, Weather Condition_Cloudy",H,0.5978947368421054,0.020549927641099856,1.521293429652563
"Accident Type_Other impacts, Region_South, Track Type_Yard",H,0.5975830815709969,0.035781476121562954,1.5205004487362934
"Accident Type_Other impacts, Region_Midwest, Visibility_Dark",H,0.5964912280701754,0.011070911722141823,1.51772231831535
"RUCC_2023_1, Region_Northeast, Track Type_Yard",H,0.5952868852459017,0.021020260492040522,1.5146579681668713
"Accident Type_Obstruction, Region_South, Weather Condition_Clear",M,0.5946969696969698,0.005680173661360348,2.32134221754332
"Region_West, Track Type_Yard, Visibility_Dawn",H,0.5923344947735192,0.006150506512301013,1.5071458561668112
"Accident Type_Other impacts, Region_South, Weather Condition_Cloudy",H,0.592050209205021,0.01023878437047757,1.5064225151824342
"Accident Type_Other (describe in narrative), RUCC_2023_1, Track Type_Yard",H,0.5918854415274464,0.008972503617945007,1.5060032775309415
"Accident Type_Other impacts, Track Type_Yard, Visibility_Dusk",H,0.5915119363395225,0.008068017366136035,1.5050529246455309
"Accident Type_Other impacts, RUCC_2023_1",H,0.5903983656792646,0.04182344428364689,1.5022195367186666
"Accident Type_Other impacts, RUCC_2023_1, Weather Condition_Clear",H,0.5901374292643492,0.026410998552821998,1.5015556057135793
"Accident Type_Other impacts, RUCC_2023_1, Visibility_Dark",H,0.5898801597869509,0.016027496382054994,1.500901004926017
"Accident Type_Derailment, RUCC_2023_2, Track Type_Industry",T,0.5828877005347594,0.00788712011577424,2.673583810617449
"RUCC_2023_2, Track Type_Main, Weather Condition_Cloudy",M,0.5814696485623004,0.00658465991316932,2.2697106462734054
"Track Type_Main, Visibility_Day, Weather Condition_Rain",M,0.5728813559322034,0.006114327062228654,2.236187074984621
"RUCC_2023_1, Region_West, Track Type_Main",M,0.5696428571428571,0.011541244573082489,2.223545907559465
"Accident Type_Derailment, Track Type_Industry, Visibility_Day",T,0.5684695051783659,0.017872648335745298,2.6074505680600786
"Accident Type_Obstruction, Track Type_Main, Visibility_Day",M,0.5577777777777777,0.009081041968162083,2.1772317155455125
"Accident Type_Derailment, Region_South, Track Type_Industry",T,0.5526960784313725,0.016316931982633863,2.535101162934473
"Accident Type_Derailment, Region_Midwest, Track Type_Industry",T,0.5510887772194305,0.011903039073806078,2.527728808885672
"Track Type_Industry, Visibility_Day, Weather Condition_Cloudy",T,0.5503875968992248,0.005137481910274964,2.524512641602153
"RUCC_2023_3, Region_South, Track Type_Main",M,0.5478260869565217,0.006837916063675832,2.1383862510207963
"RUCC_2023_2, Track Type_Main, Visibility_Day",M,0.5461441213653603,0.015629522431259046,2.1318208606889644
"Accident Type_Derailment, RUCC_2023_9, Visibility_Day",T,0.5421245421245422,0.0053545586107091175,2.4866117398477177
"Region_South, Track Type_Main, Visibility_Day",M,0.5397553516819573,0.03831403762662808,2.106882914911637
"Accident Type_Derailment, RUCC_2023_1, Track Type_Industry",T,0.5392592592592593,0.01316931982633864,2.473469287408883
"Accident Type_Derailment, Track Type_Industry",T,0.538034425319267,0.035057887120115774,2.4678512306379923
"RUCC_2023_1, Region_South, Track Type_Main",M,0.5310049893086244,0.02695369030390738,2.072726720024061
"Accident Type_Obstruction, Visibility_Day",M,0.527681660899654,0.011034732272069464,2.0597544283669587
"Region_South, Track Type_Main, Weather Condition_Cloudy",M,0.5254237288135594,0.014580318379160637,2.050940808417848
"Accident Type_Derailment, RUCC_2023_9, Region_Midwest",T,0.5251798561151079,0.005282199710564399,2.408890013777229
"RUCC_2023_1, Track Type_Main, Visibility_Dusk",M,0.5243445692883895,0.005065123010130246,2.046728413378207
"Track Type_Industry, Weather Condition_Cloudy",T,0.5209125475285171,0.009913169319826338,2.3893167629751435
"Region_South, Track Type_Main, Visibility_Dusk",M,0.5181518151815182,0.005680173661360348,2.022555595483288
"RUCC_2023_2, Region_South, Track Type_Main",M,0.5178316690442225,0.01313314037626628,2.021305935938753
"Accident Type_Derailment, Track Type_Industry, Visibility_Dark",T,0.5166931637519873,0.011758321273516642,2.369963333240114
"Accident Type_Derailment, Track Type_Industry, Weather Condition_Clear",T,0.5158597662771286,0.0223589001447178,2.3661407135578885
"Accident Type_Derailment, RUCC_2023_8, Weather Condition_Clear",T,0.5090361445783133,0.006114327062228654,2.334842189868002
"RUCC_2023_2, Track Type_Main",M,0.5076923076923077,0.02865412445730825,1.9817279176126796
"Region_South, Track Type_Main",M,0.5045342126957956,0.06642547033285094,1.969400598631802
"Accident Type_Derailment, RUCC_2023_8",T,0.49682875264270615,0.008502170767004342,2.278849439602456
"Accident Type_Derailment, RUCC_2023_9, Track Type_Main",T,0.49425287356321834,0.0062228654124457305,2.2670344217204375
"RUCC_2023_3, Track Type_Main, Visibility_Day",M,0.49212598425196846,0.009044862518089725,1.9209662766169198
"Region_South, Track Type_Main, Visibility_Dawn",M,0.49050632911392406,0.00560781476121563,1.9146441091242565
"Accident Type_Derailment, RUCC_2023_9, Weather Condition_Clear",T,0.48989898989898983,0.007018813314037626,2.247064069168284
"RUCC_2023_2, Track Type_Main, Weather Condition_Clear",M,0.4879182156133829,0.01899421128798842,1.9045416578949164
"Accident Type_Other impacts, RUCC_2023_5, Track Type_Yard",M,0.4878048780487805,0.005065123010130246,1.9040992556515028
"Region_South, Track Type_Main, Weather Condition_Clear",M,0.4868421052631579,0.044175108538350216,1.9003411650153488
"Accident Type_Derailment, RUCC_2023_6, Visibility_Day",T,0.4866666666666667,0.005282199710564399,2.2322380794335657
"RUCC_2023_1, Track Type_Main, Visibility_Day",M,0.48049745618993783,0.030752532561505064,1.8755754397810878
"Track Type_Main, Visibility_Day, Weather Condition_Cloudy",M,0.47753396029258094,0.016534008683068018,1.8640077195999063
"Accident Type_Derailment, Region_West, Track Type_Industry",T,0.4766666666666667,0.005173661360347323,2.18637017369178
"Accident Type_Derailment, RUCC_2023_4, Visibility_Day",T,0.47356321839080456,0.007452966714905933,2.172135306392605
"RUCC_2023_1, Track Type_Main, Visibility_Dawn",M,0.47093023255813954,0.005861070911722142,1.8382307058193725
"Accident Type_Other impacts, RUCC_2023_5",M,0.47039473684210525,0.005173661360347323,1.8361404499810463
"Accident Type_Derailment, RUCC_2023_9",T,0.4697754749568221,0.009840810419681621,2.1547617205122074
"Track Type_Main, Visibility_Day",M,0.46950710108604843,0.0813314037626628,1.8326756494871315
"RUCC_2023_1, Track Type_Main",M,0.468944099378882,0.060094066570188134,1.8304780266674618
"Accident Type_Obstruction, Visibility_Day, Weather Condition_Clear",M,0.4645669291338583,0.006403762662807525,1.8133921651263725
"Accident Type_Derailment, Visibility_Day, Weather Condition_Cloudy",T,0.4642356241234222,0.02395079594790159,2.1293515849272135
"Region_South, Track Type_Industry, Visibility_Day",T,0.4625984251968504,0.008502170767004342,2.121842096322759
"RUCC_2023_6, Track Type_Main, Visibility_Day",M,0.46236559139784944,0.0062228654124457305,1.8047994557599998
"RUCC_2023_6, Region_South, Track Type_Main",M,0.46089385474860334,0.005969609261939218,1.7990546738103934
"RUCC_2023_2, Track Type_Industry",T,0.45833333333333326,0.007959479015918957,2.1022790131651727
"Track Type_Main, Visibility_Dusk",M,0.4574898785425101,0.012264833574529668,1.7857675812618246
"RUCC_2023_1, Track Type_Main, Weather Condition_Clear",M,0.4573295222539812,0.04052098408104197,1.7851416459680893
"Track Type_Main, Visibility_Day, Weather Condition_Clear",M,0.4567614625652931,0.05694645441389291,1.7829242798057763
"Region_Midwest, Track Type_Industry, Visibility_Day",T,0.4563380281690141,0.005861070911722142,2.093126966244864
"RUCC_2023_2, Track Type_Main, Visibility_Dark",M,0.45562130177514787,0.008357452966714906,1.7784737722165072
"Region_West, Track Type_Main, Visibility_Day",M,0.4530095036958817,0.015520984081041968,1.7682788705202896
"Accident Type_Derailment, Region_Midwest, Weather Condition_Cloudy",T,0.45054095826893353,0.02109261939218524,2.0665370206693203
"Region_West, Track Type_Main",M,0.44981213097155126,0.030318379160636757,1.7557982347201917
"Accident Type_Other (describe in narrative), Region_Northeast, Track Type_Main",T,0.4474474474474474,0.005390738060781476,2.052347734392208
"Track Type_Industry, Visibility_Day",T,0.44743935309973043,0.018017366136034732,2.052310607314396
"RUCC_2023_1, Track Type_Main, Weather Condition_Cloudy",M,0.44307270233196155,0.011685962373371925,1.7294915255550654
Track Type_Main,M,0.4426583234437373,0.14844428364688858,1.727874037563183
"RUCC_2023_3, Track Type_Main",M,0.44207317073170727,0.01573806078147612,1.7255899504341743
"Accident Type_Derailment, Track Type_Main, Visibility_Day",T,0.4404086265607265,0.028075253256150505,2.0200621370956653
